CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13800.0,310,1,558.32,2,Low-Engagement / Lost
13801.0,67,1,324.8,2,Low-Engagement / Lost
13802.0,139,3,4599.42,1,At-Risk / Need Attention
13803.0,255,1,277.07,2,Low-Engagement / Lost
13804.0,31,7,2588.39,0,High-Value / Champions
13805.0,52,2,924.6,1,At-Risk / Need Attention
13806.0,64,1,256.38,2,Low-Engagement / Lost
13807.0,367,1,112.6,2,Low-Engagement / Lost
13808.0,6,5,1747.66,0,High-Value / Champions
13809.0,305,1,155.05,2,Low-Engagement / Lost
13810.0,29,3,1499.01,1,At-Risk / Need Attention
13811.0,184,3,814.5,2,Low-Engagement / Lost
13812.0,42,3,539.0,1,At-Risk / Need Attention
13813.0,40,4,1366.8600000000001,1,At-Risk / Need Attention
13814.0,92,2,1579.12,1,At-Risk / Need Attention
13815.0,22,4,4027.36,1,At-Risk / Need Attention
13816.0,24,2,571.6700000000001,1,At-Risk / Need Attention
13817.0,29,2,382.98,1,At-Risk / Need Attention
13819.0,302,3,1140.35,2,Low-Engagement / Lost
13821.0,145,2,385.64,2,Low-Engagement / Lost
13822.0,6,2,632.0,1,At-Risk / Need Attention
13823.0,19,2,957.66,1,At-Risk / Need Attention
13824.0,33,5,1698.94,1,At-Risk / Need Attention
13826.0,176,1,189.5,2,Low-Engagement / Lost
13827.0,58,3,409.8,1,At-Risk / Need Attention
13828.0,22,1,209.49,2,Low-Engagement / Lost
13831.0,16,6,2198.45,0,High-Value / Champions
13832.0,19,1,52.199999999999996,2,Low-Engagement / Lost
13833.0,159,1,383.85,2,Low-Engagement / Lost
13835.0,25,4,834.57,1,At-Risk / Need Attention
13837.0,212,2,266.59000000000003,2,Low-Engagement / Lost
13838.0,6,4,674.82,1,At-Risk / Need Attention
13841.0,253,1,85.0,2,Low-Engagement / Lost
13842.0,59,9,3385.62,0,High-Value / Champions
13844.0,11,1,361.62,1,At-Risk / Need Attention
13845.0,65,1,312.98,2,Low-Engagement / Lost
13846.0,25,3,865.0600000000001,1,At-Risk / Need Attention
13848.0,92,3,1255.0,1,At-Risk / Need Attention
13849.0,52,2,1537.95,1,At-Risk / Need Attention
13850.0,129,1,1595.48,2,Low-Engagement / Lost
13851.0,96,3,2651.46,1,At-Risk / Need Attention
13853.0,57,1,1090.14,1,At-Risk / Need Attention
13854.0,9,25,8109.5199999999995,0,High-Value / Champions
13856.0,169,3,388.5,2,Low-Engagement / Lost
13858.0,57,1,216.17,2,Low-Engagement / Lost
13859.0,326,1,201.16,2,Low-Engagement / Lost
13860.0,1,5,1245.9,0,High-Value / Champions
13862.0,18,8,2209.36,0,High-Value / Champions
13863.0,248,1,305.78,2,Low-Engagement / Lost
13865.0,58,4,501.56,1,At-Risk / Need Attention
13866.0,74,1,145.67000000000002,2,Low-Engagement / Lost
13867.0,31,3,1005.09,1,At-Risk / Need Attention
13868.0,7,2,3192.54,1,At-Risk / Need Attention
13869.0,123,4,3083.65,1,At-Risk / Need Attention
13870.0,2,8,2770.94,0,High-Value / Champions
13871.0,23,13,6403.25,0,High-Value / Champions
13873.0,120,3,389.6,2,Low-Engagement / Lost
13874.0,358,1,540.45,2,Low-Engagement / Lost
13875.0,54,5,1786.79,1,At-Risk / Need Attention
13876.0,64,1,122.7,2,Low-Engagement / Lost
13877.0,86,1,117.24,2,Low-Engagement / Lost
13878.0,55,1,1271.57,1,At-Risk / Need Attention
13880.0,21,13,3219.77,0,High-Value / Champions
13881.0,4,20,17159.52,0,High-Value / Champions
13882.0,3,5,1191.13,0,High-Value / Champions
13883.0,11,5,2674.48,0,High-Value / Champions
13884.0,7,5,787.6,1,At-Risk / Need Attention
13885.0,189,2,506.8,2,Low-Engagement / Lost
13886.0,71,1,243.56,2,Low-Engagement / Lost
13887.0,204,1,349.55,2,Low-Engagement / Lost
13888.0,120,2,595.67,2,Low-Engagement / Lost
13889.0,93,1,416.90000000000003,2,Low-Engagement / Lost
13890.0,1,10,1883.8100000000002,0,High-Value / Champions
13892.0,27,4,632.97,1,At-Risk / Need Attention
13893.0,298,1,821.1,2,Low-Engagement / Lost
13894.0,24,3,564.62,1,At-Risk / Need Attention
13895.0,28,4,2593.07,1,At-Risk / Need Attention
13897.0,50,1,311.16,2,Low-Engagement / Lost
13898.0,326,1,155.93,2,Low-Engagement / Lost
13899.0,16,2,388.52,1,At-Risk / Need Attention
13900.0,183,3,740.95,2,Low-Engagement / Lost
13901.0,72,5,2867.2,1,At-Risk / Need Attention
13904.0,37,2,332.64,1,At-Risk / Need Attention
13908.0,80,4,2369.55,1,At-Risk / Need Attention
13911.0,57,9,2580.91,0,High-Value / Champions
13914.0,12,2,626.45,1,At-Risk / Need Attention
13917.0,50,2,272.04,2,Low-Engagement / Lost
13918.0,50,2,1212.8400000000001,1,At-Risk / Need Attention
13919.0,59,2,384.81,2,Low-Engagement / Lost
13922.0,352,1,172.25,2,Low-Engagement / Lost
13923.0,54,1,351.13,2,Low-Engagement / Lost
13924.0,2,6,1838.8500000000001,0,High-Value / Champions
13925.0,93,4,678.25,1,At-Risk / Need Attention
13926.0,23,1,223.85000000000002,2,Low-Engagement / Lost
13927.0,75,1,348.99,2,Low-Engagement / Lost
13928.0,11,4,464.57,1,At-Risk / Need Attention
13929.0,169,2,842.65,2,Low-Engagement / Lost
13930.0,58,2,337.34,2,Low-Engagement / Lost
13931.0,96,2,1237.53,1,At-Risk / Need Attention
13932.0,295,1,307.4,2,Low-Engagement / Lost
13933.0,109,2,608.7900000000001,2,Low-Engagement / Lost
13934.0,264,1,922.1,2,Low-Engagement / Lost
13936.0,180,1,376.58,2,Low-Engagement / Lost
13937.0,169,1,158.85,2,Low-Engagement / Lost
13938.0,35,1,71.66,2,Low-Engagement / Lost
13939.0,23,3,568.55,1,At-Risk / Need Attention
13940.0,17,4,839.14,1,At-Risk / Need Attention
13941.0,22,5,5112.96,0,High-Value / Champions
13946.0,79,3,561.5699999999999,1,At-Risk / Need Attention
13947.0,65,1,90.6,2,Low-Engagement / Lost
13948.0,361,1,102.0,2,Low-Engagement / Lost
13949.0,3,6,2427.32,0,High-Value / Champions
13950.0,11,4,745.06,1,At-Risk / Need Attention
13951.0,176,3,674.45,2,Low-Engagement / Lost
13952.0,218,2,3251.071,1,At-Risk / Need Attention
13953.0,7,7,3515.68,0,High-Value / Champions
13954.0,2,2,439.92,1,At-Risk / Need Attention
13955.0,154,2,322.96,2,Low-Engagement / Lost
13956.0,5,5,1019.27,1,At-Risk / Need Attention
13959.0,79,3,594.04,1,At-Risk / Need Attention
13960.0,21,2,230.22,1,At-Risk / Need Attention
13962.0,22,2,169.55,2,Low-Engagement / Lost
13963.0,308,4,664.54,2,Low-Engagement / Lost
13967.0,146,1,80.7,2,Low-Engagement / Lost
13969.0,7,18,9024.17,0,High-Value / Champions
13971.0,19,8,2758.26,0,High-Value / Champions
13972.0,71,2,190.25,2,Low-Engagement / Lost
13973.0,287,1,264.7,2,Low-Engagement / Lost
13974.0,49,1,413.59000000000003,2,Low-Engagement / Lost
13975.0,31,6,2461.2400000000002,1,At-Risk / Need Attention
13976.0,207,1,357.98,2,Low-Engagement / Lost
13978.0,15,2,196.79000000000002,1,At-Risk / Need Attention
13979.0,73,1,869.87,2,Low-Engagement / Lost
13980.0,60,1,200.14,2,Low-Engagement / Lost
13982.0,39,4,1871.81,1,At-Risk / Need Attention
13983.0,30,12,2603.43,0,High-Value / Champions
13984.0,27,5,920.51,1,At-Risk / Need Attention
13985.0,4,15,7060.13,0,High-Value / Champions
13986.0,17,1,320.46,1,At-Risk / Need Attention
13988.0,20,6,4147.96,0,High-Value / Champions
13989.0,66,2,1266.08,1,At-Risk / Need Attention
13990.0,213,1,311.3,2,Low-Engagement / Lost
13991.0,12,6,852.88,1,At-Risk / Need Attention
13992.0,30,1,76.8,2,Low-Engagement / Lost
13993.0,43,9,3466.36,0,High-Value / Champions
13994.0,4,6,2274.14,0,High-Value / Champions
13995.0,15,5,1393.69,1,At-Risk / Need Attention
13999.0,10,12,3901.81,0,High-Value / Champions
14000.0,211,1,635.66,2,Low-Engagement / Lost
14001.0,46,3,2043.0800000000002,1,At-Risk / Need Attention
14002.0,134,2,529.73,2,Low-Engagement / Lost
14004.0,43,7,4582.64,0,High-Value / Champions
14005.0,10,5,2874.72,0,High-Value / Champions
14006.0,116,3,962.19,1,At-Risk / Need Attention
14009.0,198,2,695.61,2,Low-Engagement / Lost
14012.0,278,1,328.8,2,Low-Engagement / Lost
14013.0,110,3,473.02,2,Low-Engagement / Lost
14014.0,77,1,505.18,2,Low-Engagement / Lost
14015.0,53,1,917.34,1,At-Risk / Need Attention
14016.0,162,4,4341.21,1,At-Risk / Need Attention
14019.0,47,3,1421.61,1,At-Risk / Need Attention
14020.0,17,2,642.8,1,At-Risk / Need Attention
14021.0,155,3,631.9,2,Low-Engagement / Lost
14022.0,225,1,440.0,2,Low-Engagement / Lost
14023.0,7,2,584.07,1,At-Risk / Need Attention
14024.0,122,2,327.7,2,Low-Engagement / Lost
14027.0,61,1,104.82,2,Low-Engagement / Lost
14029.0,63,2,467.66,2,Low-Engagement / Lost
14030.0,18,8,2358.84,0,High-Value / Champions
14031.0,7,19,17286.86,0,High-Value / Champions
14032.0,2,11,2975.59,0,High-Value / Champions
14034.0,22,3,648.89,1,At-Risk / Need Attention
14035.0,29,5,1428.02,1,At-Risk / Need Attention
14036.0,285,1,626.65,2,Low-Engagement / Lost
14037.0,176,2,147.20000000000002,2,Low-Engagement / Lost
14038.0,78,3,1560.38,1,At-Risk / Need Attention
14039.0,33,1,152.2,2,Low-Engagement / Lost
14040.0,41,12,3560.32,0,High-Value / Champions
14041.0,266,1,141.41,2,Low-Engagement / Lost
14044.0,27,4,646.42,1,At-Risk / Need Attention
14045.0,109,4,1659.75,1,At-Risk / Need Attention
14046.0,284,1,154.99,2,Low-Engagement / Lost
14047.0,9,5,1308.6100000000001,1,At-Risk / Need Attention
14048.0,305,1,409.93,2,Low-Engagement / Lost
14049.0,17,4,5578.72,0,High-Value / Champions
14050.0,32,2,746.36,1,At-Risk / Need Attention
14051.0,1,23,15610.390000000001,0,High-Value / Champions
14052.0,20,1,225.36,2,Low-Engagement / Lost
14053.0,124,2,260.25,2,Low-Engagement / Lost
14054.0,65,1,92.46,2,Low-Engagement / Lost
14055.0,106,1,725.6400000000001,2,Low-Engagement / Lost
14056.0,1,23,8152.71,0,High-Value / Champions
14057.0,24,17,6211.66,0,High-Value / Champions
14059.0,267,1,183.6,2,Low-Engagement / Lost
14060.0,5,19,6140.42,0,High-Value / Champions
14062.0,10,12,10464.85,0,High-Value / Champions
14064.0,29,5,1334.34,1,At-Risk / Need Attention
14066.0,267,1,152.55,2,Low-Engagement / Lost
14067.0,64,2,374.7,2,Low-Engagement / Lost
14068.0,320,1,265.85,2,Low-Engagement / Lost
14071.0,4,8,1437.57,0,High-Value / Champions
14073.0,32,1,151.04,2,Low-Engagement / Lost
14075.0,5,3,942.26,1,At-Risk / Need Attention
14076.0,129,1,118.67,2,Low-Engagement / Lost
14077.0,41,5,499.41999999999996,1,At-Risk / Need Attention
14078.0,102,6,1049.37,1,At-Risk / Need Attention
14079.0,125,1,375.1,2,Low-Engagement / Lost
14080.0,33,1,45.599999999999994,2,Low-Engagement / Lost
14081.0,302,2,921.62,2,Low-Engagement / Lost
14082.0,365,1,182.25,2,Low-Engagement / Lost
14083.0,4,9,1002.9,0,High-Value / Champions
14085.0,2,18,4421.29,0,High-Value / Champions
14087.0,3,1,191.47,1,At-Risk / Need Attention
14088.0,10,13,50491.81,0,High-Value / Champions
14089.0,57,1,158.75,2,Low-Engagement / Lost
14090.0,325,1,76.32000000000001,2,Low-Engagement / Lost
14092.0,8,14,4076.91,0,High-Value / Champions
14093.0,12,1,433.86,1,At-Risk / Need Attention
14096.0,4,17,65164.79,0,High-Value / Champions
14098.0,37,1,147.35,2,Low-Engagement / Lost
14099.0,16,11,3104.17,0,High-Value / Champions
14100.0,138,1,191.95000000000002,2,Low-Engagement / Lost
14101.0,74,6,5976.79,0,High-Value / Champions
14102.0,5,5,1105.8799999999999,1,At-Risk / Need Attention
14104.0,155,2,216.20999999999998,2,Low-Engagement / Lost
14105.0,239,1,1266.23,2,Low-Engagement / Lost
14107.0,52,7,2703.23,0,High-Value / Champions
14108.0,31,2,597.91,1,At-Risk / Need Attention
14109.0,73,1,144.2,2,Low-Engagement / Lost
14110.0,4,12,5683.15,0,High-Value / Champions
14111.0,14,4,692.85,1,At-Risk / Need Attention
14112.0,23,7,2915.15,0,High-Value / Champions
14113.0,4,4,1840.42,0,High-Value / Champions
14114.0,274,2,386.53,2,Low-Engagement / Lost
14116.0,20,5,1382.74,1,At-Risk / Need Attention
14117.0,144,1,90.0,2,Low-Engagement / Lost
14121.0,4,4,2780.15,0,High-Value / Champions
14124.0,84,1,419.58000000000004,2,Low-Engagement / Lost
14125.0,11,3,2720.63,1,At-Risk / Need Attention
14126.0,8,3,706.1300000000001,1,At-Risk / Need Attention
14127.0,123,3,709.71,1,At-Risk / Need Attention
14128.0,61,2,637.5,1,At-Risk / Need Attention
14129.0,2,5,1123.8600000000001,0,High-Value / Champions
14130.0,319,1,480.91,2,Low-Engagement / Lost
14132.0,2,11,3586.0299999999997,0,High-Value / Champions
14133.0,130,3,605.64,2,Low-Engagement / Lost
14135.0,2,15,4690.31,0,High-Value / Champions
14138.0,2,2,965.8800000000001,1,At-Risk / Need Attention
14139.0,46,1,415.82,2,Low-Engagement / Lost
14140.0,4,2,935.05,1,At-Risk / Need Attention
14141.0,3,4,915.13,1,At-Risk / Need Attention
14142.0,373,1,311.81,2,Low-Engagement / Lost
14143.0,134,1,115.8,2,Low-Engagement / Lost
14145.0,47,4,3742.2,1,At-Risk / Need Attention
14146.0,9,5,4191.0,0,High-Value / Champions
14147.0,78,2,483.4,2,Low-Engagement / Lost
14148.0,234,1,157.2,2,Low-Engagement / Lost
14149.0,221,1,446.62,2,Low-Engagement / Lost
14150.0,36,2,658.64,1,At-Risk / Need Attention
14152.0,75,2,621.29,2,Low-Engagement / Lost
14154.0,239,2,1345.62,2,Low-Engagement / Lost
14155.0,266,1,118.75,2,Low-Engagement / Lost
14156.0,10,55,117210.08,0,High-Value / Champions
14157.0,20,2,424.89000000000004,1,At-Risk / Need Attention
14158.0,40,1,507.66,2,Low-Engagement / Lost
14159.0,20,11,4630.35,0,High-Value / Champions
14161.0,216,3,1097.6200000000001,2,Low-Engagement / Lost
14162.0,174,2,289.36,2,Low-Engagement / Lost
14163.0,87,4,2445.91,1,At-Risk / Need Attention
14164.0,71,2,1631.77,1,At-Risk / Need Attention
14165.0,276,1,120.44,2,Low-Engagement / Lost
14167.0,39,4,562.59,1,At-Risk / Need Attention
14171.0,98,1,363.79,2,Low-Engagement / Lost
14173.0,11,4,450.84,1,At-Risk / Need Attention
14174.0,33,1,134.46,2,Low-Engagement / Lost
14175.0,60,3,3222.3,1,At-Risk / Need Attention
14176.0,297,4,576.9000000000001,2,Low-Engagement / Lost
14177.0,86,4,549.46,1,At-Risk / Need Attention
14178.0,9,7,1600.26,0,High-Value / Champions
14179.0,41,2,701.57,1,At-Risk / Need Attention
14180.0,11,25,4748.52,0,High-Value / Champions
14184.0,67,1,452.89,2,Low-Engagement / Lost
14185.0,331,1,197.65,2,Low-Engagement / Lost
14188.0,31,6,2054.36,1,At-Risk / Need Attention
14189.0,2,15,4654.08,0,High-Value / Champions
14191.0,2,13,4684.76,0,High-Value / Champions
14193.0,68,2,853.39,1,At-Risk / Need Attention
14194.0,5,21,11349.52,0,High-Value / Champions
14195.0,202,2,1012.0,2,Low-Engagement / Lost
14196.0,107,1,335.52,2,Low-Engagement / Lost
14198.0,18,4,701.4,1,At-Risk / Need Attention
14199.0,218,1,185.39999999999998,2,Low-Engagement / Lost
14201.0,60,7,747.44,1,At-Risk / Need Attention
14204.0,2,1,150.61,1,At-Risk / Need Attention
14205.0,17,2,466.7,1,At-Risk / Need Attention
14206.0,239,1,328.15999999999997,2,Low-Engagement / Lost
14208.0,95,1,151.74,2,Low-Engagement / Lost
14209.0,11,6,2073.43,0,High-Value / Champions
14210.0,106,6,1905.8400000000001,1,At-Risk / Need Attention
14211.0,53,9,2241.1,0,High-Value / Champions
14212.0,90,1,1070.48,2,Low-Engagement / Lost
14214.0,31,5,1004.38,1,At-Risk / Need Attention
14215.0,12,6,1789.72,0,High-Value / Champions
14216.0,3,4,1839.3,0,High-Value / Champions
14217.0,2,17,2004.98,0,High-Value / Champions
14218.0,43,1,169.48000000000002,2,Low-Engagement / Lost
14219.0,4,1,89.94,1,At-Risk / Need Attention
14220.0,247,2,632.4,2,Low-Engagement / Lost
14221.0,42,9,3432.8,0,High-Value / Champions
14222.0,177,1,683.17,2,Low-Engagement / Lost
14223.0,92,3,991.13,1,At-Risk / Need Attention
14224.0,110,4,1009.73,1,At-Risk / Need Attention
14226.0,29,5,2214.79,1,At-Risk / Need Attention
14227.0,26,10,3350.96,0,High-Value / Champions
14229.0,52,3,1547.2,1,At-Risk / Need Attention
14231.0,184,3,925.71,2,Low-Engagement / Lost
14232.0,43,5,2048.07,1,At-Risk / Need Attention
14233.0,49,4,1462.72,1,At-Risk / Need Attention
14234.0,22,4,754.12,1,At-Risk / Need Attention
14235.0,75,5,3144.86,1,At-Risk / Need Attention
14236.0,81,2,490.86,2,Low-Engagement / Lost
14237.0,373,1,161.0,2,Low-Engagement / Lost
14238.0,326,1,146.85,2,Low-Engagement / Lost
14239.0,43,11,2380.85,0,High-Value / Champions
14240.0,30,2,890.34,1,At-Risk / Need Attention
14241.0,184,1,213.70000000000002,2,Low-Engagement / Lost
14242.0,235,2,280.55,2,Low-Engagement / Lost
14243.0,9,10,2588.77,0,High-Value / Champions
14245.0,220,2,1693.45,2,Low-Engagement / Lost
14246.0,111,3,1474.06,1,At-Risk / Need Attention
14247.0,278,1,136.76999999999998,2,Low-Engagement / Lost
14248.0,318,1,302.58,2,Low-Engagement / Lost
14250.0,7,3,1904.05,1,At-Risk / Need Attention
14251.0,2,5,2879.7000000000003,0,High-Value / Champions
14256.0,260,2,969.0600000000001,2,Low-Engagement / Lost
14257.0,64,5,3099.7200000000003,1,At-Risk / Need Attention
14258.0,9,9,12669.98,0,High-Value / Champions
14259.0,142,1,120.0,2,Low-Engagement / Lost
14261.0,51,2,1163.45,1,At-Risk / Need Attention
14262.0,8,8,2618.23,0,High-Value / Champions
14264.0,155,2,333.97,2,Low-Engagement / Lost
14265.0,109,2,530.18,2,Low-Engagement / Lost
14267.0,163,3,1516.24,1,At-Risk / Need Attention
14270.0,332,1,492.65000000000003,2,Low-Engagement / Lost
14271.0,226,1,112.32,2,Low-Engagement / Lost
14272.0,74,2,437.96,2,Low-Engagement / Lost
14273.0,51,4,559.97,1,At-Risk / Need Attention
14276.0,99,3,1119.74,1,At-Risk / Need Attention
14277.0,15,3,4188.0,1,At-Risk / Need Attention
14280.0,197,1,134.04,2,Low-Engagement / Lost
14282.0,3,15,3701.44,0,High-Value / Champions
14284.0,31,2,595.25,1,At-Risk / Need Attention
14285.0,21,4,1910.01,1,At-Risk / Need Attention
14286.0,24,3,4628.75,1,At-Risk / Need Attention
14287.0,8,3,176.63,1,At-Risk / Need Attention
14288.0,213,1,426.6,2,Low-Engagement / Lost
14289.0,9,6,911.26,1,At-Risk / Need Attention
14290.0,11,5,2314.65,0,High-Value / Champions
14291.0,2,11,3883.25,0,High-Value / Champions
14292.0,8,9,4871.93,0,High-Value / Champions
14293.0,3,4,1046.56,1,At-Risk / Need Attention
14295.0,40,1,166.20000000000002,2,Low-Engagement / Lost
14297.0,18,4,1305.33,1,At-Risk / Need Attention
14298.0,8,44,51527.3,0,High-Value / Champions
14299.0,8,9,3965.62,0,High-Value / Champions
14300.0,19,1,43.2,2,Low-Engagement / Lost
14301.0,117,1,640.14,2,Low-Engagement / Lost
14304.0,223,1,383.45,2,Low-Engagement / Lost
14305.0,71,3,1858.96,1,At-Risk / Need Attention
14306.0,51,2,2093.32,1,At-Risk / Need Attention
14307.0,89,6,2995.72,1,At-Risk / Need Attention
14309.0,8,9,2352.53,0,High-Value / Champions
14311.0,243,1,310.26,2,Low-Engagement / Lost
14312.0,47,6,1611.59,1,At-Risk / Need Attention
14314.0,107,1,120.0,2,Low-Engagement / Lost
14315.0,45,6,2481.13,1,At-Risk / Need Attention
14317.0,65,1,508.58000000000004,2,Low-Engagement / Lost
14320.0,207,2,477.79,2,Low-Engagement / Lost
14321.0,11,5,1530.75,1,At-Risk / Need Attention
14323.0,115,2,605.0600000000001,2,Low-Engagement / Lost
14326.0,242,1,183.85,2,Low-Engagement / Lost
14327.0,163,1,311.65,2,Low-Engagement / Lost
14329.0,17,7,4975.24,0,High-Value / Champions
14331.0,124,2,462.65999999999997,2,Low-Engagement / Lost
14332.0,23,3,840.21,1,At-Risk / Need Attention
14333.0,68,1,415.2,2,Low-Engagement / Lost
14334.0,17,8,2552.21,0,High-Value / Champions
14335.0,16,2,454.86,1,At-Risk / Need Attention
14336.0,17,4,1614.91,1,At-Risk / Need Attention
14338.0,161,2,588.22,2,Low-Engagement / Lost
14339.0,243,1,309.52,2,Low-Engagement / Lost
14340.0,219,1,134.7,2,Low-Engagement / Lost
14341.0,45,8,2166.98,0,High-Value / Champions
14342.0,21,4,668.5600000000001,1,At-Risk / Need Attention
14344.0,127,8,889.9300000000001,1,At-Risk / Need Attention
14345.0,39,1,108.97999999999999,2,Low-Engagement / Lost
14346.0,121,2,1021.58,2,Low-Engagement / Lost
14348.0,260,1,409.57,2,Low-Engagement / Lost
14349.0,10,1,133.5,2,Low-Engagement / Lost
14350.0,274,1,282.93,2,Low-Engagement / Lost
14351.0,165,1,51.0,2,Low-Engagement / Lost
14352.0,157,4,1078.96,1,At-Risk / Need Attention
14353.0,215,1,90.6,2,Low-Engagement / Lost
14354.0,6,2,163.62,1,At-Risk / Need Attention
14355.0,366,1,174.4,2,Low-Engagement / Lost
14356.0,80,2,701.23,1,At-Risk / Need Attention
14357.0,43,1,225.12,2,Low-Engagement / Lost
14359.0,19,3,912.18,1,At-Risk / Need Attention
14360.0,32,4,2118.03,1,At-Risk / Need Attention
14362.0,22,1,151.5,2,Low-Engagement / Lost
14364.0,109,8,3717.35,0,High-Value / Champions
14367.0,8,16,9227.82,0,High-Value / Champions
14368.0,320,1,155.0,2,Low-Engagement / Lost
14371.0,295,1,100.5,2,Low-Engagement / Lost
14373.0,358,1,76.55,2,Low-Engagement / Lost
14375.0,185,1,235.56,2,Low-Engagement / Lost
14377.0,191,2,617.05,2,Low-Engagement / Lost
14379.0,44,2,348.1,2,Low-Engagement / Lost
14381.0,52,1,202.68,2,Low-Engagement / Lost
14382.0,26,1,615.49,1,At-Risk / Need Attention
14383.0,38,3,1247.69,1,At-Risk / Need Attention
14385.0,9,3,202.11,1,At-Risk / Need Attention
14386.0,297,1,142.4,2,Low-Engagement / Lost
14387.0,33,3,1727.6,1,At-Risk / Need Attention
14388.0,10,8,3212.84,0,High-Value / Champions
14389.0,65,2,1043.46,1,At-Risk / Need Attention
14390.0,10,9,4642.57,0,High-Value / Champions
14393.0,218,1,67.95,2,Low-Engagement / Lost
14395.0,2,9,3479.91,0,High-Value / Champions
14396.0,65,2,487.99,2,Low-Engagement / Lost
14397.0,3,19,2612.96,0,High-Value / Champions
14400.0,149,1,574.7,2,Low-Engagement / Lost
14401.0,4,13,4051.48,0,High-Value / Champions
14403.0,130,4,1475.81,1,At-Risk / Need Attention
14404.0,34,6,1449.32,1,At-Risk / Need Attention
14406.0,119,1,156.75,2,Low-Engagement / Lost
14407.0,107,6,2157.73,1,At-Risk / Need Attention
14408.0,11,7,2599.03,0,High-Value / Champions
14409.0,71,6,2059.4500000000003,1,At-Risk / Need Attention
14410.0,92,9,1100.27,1,At-Risk / Need Attention
14411.0,311,1,1063.0,2,Low-Engagement / Lost
14412.0,43,2,770.03,1,At-Risk / Need Attention
14413.0,362,1,121.05,2,Low-Engagement / Lost
14414.0,92,7,1496.98,1,At-Risk / Need Attention
14415.0,1,13,5855.57,0,High-Value / Champions
14416.0,22,2,490.22,1,At-Risk / Need Attention
14418.0,4,3,1937.25,1,At-Risk / Need Attention
14419.0,11,6,1051.79,1,At-Risk / Need Attention
14420.0,99,1,387.52,2,Low-Engagement / Lost
14421.0,57,2,813.11,1,At-Risk / Need Attention
14422.0,1,6,4263.64,0,High-Value / Champions
14423.0,218,1,265.2,2,Low-Engagement / Lost
14424.0,18,1,322.08,1,At-Risk / Need Attention
14426.0,24,10,4481.67,0,High-Value / Champions
14427.0,50,2,363.34000000000003,2,Low-Engagement / Lost
14428.0,7,5,1224.06,1,At-Risk / Need Attention
14431.0,303,1,470.36,2,Low-Engagement / Lost
14432.0,10,6,2248.5,0,High-Value / Champions
14434.0,22,6,1372.8,1,At-Risk / Need Attention
14436.0,99,1,89.06,2,Low-Engagement / Lost
14437.0,366,1,63.0,2,Low-Engagement / Lost
14438.0,306,1,131.9,2,Low-Engagement / Lost
14439.0,320,1,2661.24,2,Low-Engagement / Lost
14440.0,8,5,2357.6800000000003,0,High-Value / Champions
14441.0,1,4,1712.89,0,High-Value / Champions
14442.0,205,2,1589.82,2,Low-Engagement / Lost
14443.0,54,4,1420.2,1,At-Risk / Need Attention
14446.0,1,4,1010.35,0,High-Value / Champions
14447.0,19,5,1163.23,1,At-Risk / Need Attention
14448.0,9,2,375.35,1,At-Risk / Need Attention
14449.0,19,4,885.8,1,At-Risk / Need Attention
14450.0,181,3,483.25,2,Low-Engagement / Lost
14451.0,60,2,643.9,1,At-Risk / Need Attention
14452.0,11,2,259.05,1,At-Risk / Need Attention
14453.0,190,1,119.93,2,Low-Engagement / Lost
14456.0,5,9,3017.28,0,High-Value / Champions
14457.0,311,1,113.64,2,Low-Engagement / Lost
14459.0,155,1,1837.92,2,Low-Engagement / Lost
14460.0,110,3,434.34,2,Low-Engagement / Lost
14461.0,148,3,2103.06,1,At-Risk / Need Attention
14462.0,66,11,1980.57,0,High-Value / Champions
14463.0,98,3,529.62,1,At-Risk / Need Attention
14465.0,247,3,1038.44,2,Low-Engagement / Lost
14466.0,29,7,2272.4,0,High-Value / Champions
14467.0,18,4,596.26,1,At-Risk / Need Attention
14470.0,12,2,461.19,1,At-Risk / Need Attention
14472.0,104,8,1852.67,1,At-Risk / Need Attention
14473.0,74,2,234.34000000000003,2,Low-Engagement / Lost
14474.0,46,1,547.66,2,Low-Engagement / Lost
14475.0,72,3,925.85,1,At-Risk / Need Attention
14476.0,257,1,193.0,2,Low-Engagement / Lost
14477.0,20,4,1309.6,1,At-Risk / Need Attention
14479.0,254,2,316.25,2,Low-Engagement / Lost
14480.0,11,1,279.05,1,At-Risk / Need Attention
14481.0,165,2,636.51,2,Low-Engagement / Lost
14482.0,18,6,2022.81,0,High-Value / Champions
14483.0,282,1,137.1,2,Low-Engagement / Lost
14484.0,50,1,321.92,2,Low-Engagement / Lost
14485.0,39,1,162.8,2,Low-Engagement / Lost
14487.0,27,6,1165.48,1,At-Risk / Need Attention
14488.0,68,1,1064.28,2,Low-Engagement / Lost
14489.0,207,1,463.38,2,Low-Engagement / Lost
14491.0,175,2,340.93,2,Low-Engagement / Lost
14493.0,7,5,2383.2400000000002,0,High-Value / Champions
14494.0,26,1,139.56,2,Low-Engagement / Lost
14495.0,51,2,123.8,2,Low-Engagement / Lost
14496.0,312,2,538.8100000000001,2,Low-Engagement / Lost
14497.0,309,1,475.37,2,Low-Engagement / Lost
14498.0,43,5,1957.32,1,At-Risk / Need Attention
14499.0,26,3,808.44,1,At-Risk / Need Attention
14500.0,88,3,356.85,2,Low-Engagement / Lost
14501.0,184,2,251.21,2,Low-Engagement / Lost
