CustomerID,Recency,Frequency,Monetary,TotalQuantity,ProductDiversity,AvgOrderValue,Cluster,Segment
13816,24,2,571.6700000000001,269,25,285.83500000000004,1,Regular / Growth Potential
13817,29,2,382.98,211,20,191.49,1,Regular / Growth Potential
13819,302,3,1140.35,1109,26,380.1166666666666,2,At-Risk / Low-Engagement
13821,145,2,385.64,153,51,192.82,2,At-Risk / Low-Engagement
13822,6,2,632.0,611,90,316.0,1,Regular / Growth Potential
13823,19,2,957.66,439,39,478.83,1,Regular / Growth Potential
13824,33,5,1698.94,768,34,339.788,1,Regular / Growth Potential
13826,176,1,189.5,82,10,189.5,2,At-Risk / Low-Engagement
13827,58,3,409.8,138,83,136.6,1,Regular / Growth Potential
13828,22,1,209.49,311,15,209.49,2,At-Risk / Low-Engagement
13831,16,6,2198.45,743,58,366.4083333333333,0,High-Value / Champions
13832,19,1,52.199999999999996,28,3,52.199999999999996,2,At-Risk / Low-Engagement
13833,159,1,383.85,117,28,383.85,2,At-Risk / Low-Engagement
13835,25,4,834.57,442,48,208.6425,1,Regular / Growth Potential
13837,212,2,266.59000000000003,182,17,133.29500000000002,2,At-Risk / Low-Engagement
13838,6,4,674.82,254,144,168.705,1,Regular / Growth Potential
13841,253,1,85.0,100,1,85.0,2,At-Risk / Low-Engagement
13842,59,9,3385.62,1768,155,376.18,0,High-Value / Champions
13844,11,1,361.62,196,20,361.62,1,Regular / Growth Potential
13845,65,1,312.98,182,9,312.98,2,At-Risk / Low-Engagement
13846,25,3,865.0600000000001,388,55,288.35333333333335,1,Regular / Growth Potential
13848,92,3,1255.0,3700,3,418.3333333333333,1,Regular / Growth Potential
13849,52,2,1537.95,1016,97,768.975,1,Regular / Growth Potential
13850,129,1,1595.48,944,93,1595.48,2,At-Risk / Low-Engagement
13851,96,3,2651.46,1705,77,883.82,1,Regular / Growth Potential
13853,57,1,1090.14,312,23,1090.14,1,Regular / Growth Potential
13854,9,25,8109.5199999999995,2296,39,324.38079999999997,0,High-Value / Champions
13856,169,3,388.5,494,10,129.5,2,At-Risk / Low-Engagement
13858,57,1,216.17,75,11,216.17,2,At-Risk / Low-Engagement
13859,326,1,201.16,129,27,201.16,2,At-Risk / Low-Engagement
13860,1,5,1245.9,591,58,249.18,0,High-Value / Champions
13862,18,8,2209.36,1688,97,276.17,0,High-Value / Champions
13863,248,1,305.78,224,20,305.78,2,At-Risk / Low-Engagement
13865,58,4,501.56,204,26,125.39,1,Regular / Growth Potential
13866,74,1,145.67000000000002,57,7,145.67000000000002,2,At-Risk / Low-Engagement
13867,31,3,1005.09,501,51,335.03000000000003,1,Regular / Growth Potential
13868,7,2,3192.54,1964,32,1596.27,1,Regular / Growth Potential
13869,123,4,3083.65,1709,234,770.9125,1,Regular / Growth Potential
13870,2,8,2770.94,1325,91,346.3675,0,High-Value / Champions
13871,23,13,6403.25,2806,155,492.5576923076923,0,High-Value / Champions
13873,120,3,389.6,140,21,129.86666666666667,2,At-Risk / Low-Engagement
13874,358,1,540.45,180,18,540.45,2,At-Risk / Low-Engagement
13875,54,5,1786.79,1316,79,357.358,1,Regular / Growth Potential
13876,64,1,122.7,36,7,122.7,2,At-Risk / Low-Engagement
13877,86,1,117.24,108,3,117.24,2,At-Risk / Low-Engagement
13878,55,1,1271.57,463,35,1271.57,1,Regular / Growth Potential
13880,21,13,3219.77,1842,125,247.67461538461538,0,High-Value / Champions
13881,4,20,17159.52,10118,72,857.976,0,High-Value / Champions
13882,3,5,1191.13,953,54,238.22600000000003,0,High-Value / Champions
13883,11,5,2674.48,1436,108,534.896,0,High-Value / Champions
13884,7,5,787.6,300,45,157.52,1,Regular / Growth Potential
13885,189,2,506.8,182,28,253.4,2,At-Risk / Low-Engagement
13886,71,1,243.56,126,16,243.56,2,At-Risk / Low-Engagement
13887,204,1,349.55,147,19,349.55,2,At-Risk / Low-Engagement
13888,120,2,595.67,254,38,297.835,2,At-Risk / Low-Engagement
13889,93,1,416.90000000000003,146,15,416.90000000000003,2,At-Risk / Low-Engagement
13890,1,10,1883.8100000000002,831,74,188.38100000000003,0,High-Value / Champions
13892,27,4,632.97,983,26,158.2425,1,Regular / Growth Potential
13893,298,1,821.1,190,21,821.1,2,At-Risk / Low-Engagement
13894,24,3,564.62,354,25,188.20666666666668,1,Regular / Growth Potential
13895,28,4,2593.07,1365,97,648.2675,1,Regular / Growth Potential
13897,50,1,311.16,200,17,311.16,2,At-Risk / Low-Engagement
13898,326,1,155.93,133,12,155.93,2,At-Risk / Low-Engagement
13899,16,2,388.52,156,19,194.26,1,Regular / Growth Potential
13900,183,3,740.95,430,42,246.98333333333335,2,At-Risk / Low-Engagement
13901,72,5,2867.2,1739,144,573.4399999999999,1,Regular / Growth Potential
13904,37,2,332.64,332,24,166.32,1,Regular / Growth Potential
13908,80,4,2369.55,1478,104,592.3875,1,Regular / Growth Potential
13911,57,9,2580.91,2731,120,286.7677777777778,0,High-Value / Champions
13914,12,2,626.45,380,28,313.225,1,Regular / Growth Potential
13917,50,2,272.04,228,16,136.02,2,At-Risk / Low-Engagement
13918,50,2,1212.8400000000001,1140,30,606.4200000000001,1,Regular / Growth Potential
13919,59,2,384.81,474,24,192.405,2,At-Risk / Low-Engagement
13922,352,1,172.25,93,7,172.25,2,At-Risk / Low-Engagement
13923,54,1,351.13,185,20,351.13,2,At-Risk / Low-Engagement
13924,2,6,1838.8500000000001,1575,90,306.475,0,High-Value / Champions
13925,93,4,678.25,331,28,169.5625,1,Regular / Growth Potential
13926,23,1,223.85000000000002,104,11,223.85000000000002,2,At-Risk / Low-Engagement
13927,75,1,348.99,214,21,348.99,2,At-Risk / Low-Engagement
13928,11,4,464.57,129,23,116.1425,1,Regular / Growth Potential
13929,169,2,842.65,143,8,421.325,2,At-Risk / Low-Engagement
13930,58,2,337.34,274,15,168.67,2,At-Risk / Low-Engagement
13931,96,2,1237.53,725,56,618.765,1,Regular / Growth Potential
13932,295,1,307.4,72,16,307.4,2,At-Risk / Low-Engagement
13933,109,2,608.7900000000001,205,23,304.39500000000004,2,At-Risk / Low-Engagement
13934,264,1,922.1,390,31,922.1,2,At-Risk / Low-Engagement
13936,180,1,376.58,330,26,376.58,2,At-Risk / Low-Engagement
13937,169,1,158.85,123,9,158.85,2,At-Risk / Low-Engagement
13938,35,1,71.66,70,7,71.66,2,At-Risk / Low-Engagement
13939,23,3,568.55,847,43,189.51666666666665,1,Regular / Growth Potential
13940,17,4,839.14,516,39,209.785,1,Regular / Growth Potential
13941,22,5,5112.96,2364,24,1022.592,0,High-Value / Champions
13946,79,3,561.5699999999999,443,11,187.18999999999997,1,Regular / Growth Potential
13947,65,1,90.6,44,5,90.6,2,At-Risk / Low-Engagement
13948,361,1,102.0,40,3,102.0,2,At-Risk / Low-Engagement
13949,3,6,2427.32,2474,124,404.55333333333334,0,High-Value / Champions
13950,11,4,745.06,323,33,186.265,1,Regular / Growth Potential
13951,176,3,674.45,459,38,224.8166666666667,2,At-Risk / Low-Engagement
13952,218,2,3251.071,1431,120,1625.5355,1,Regular / Growth Potential
13953,7,7,3515.68,2724,8,502.23999999999995,0,High-Value / Champions
13954,2,2,439.92,150,24,219.96,1,Regular / Growth Potential
13955,154,2,322.96,154,33,161.48,2,At-Risk / Low-Engagement
13956,5,5,1019.27,486,123,203.85399999999998,1,Regular / Growth Potential
13959,79,3,594.04,355,79,198.01333333333332,1,Regular / Growth Potential
13960,21,2,230.22,142,11,115.11,1,Regular / Growth Potential
13962,22,2,169.55,87,11,84.775,2,At-Risk / Low-Engagement
13963,308,4,664.54,460,35,166.135,2,At-Risk / Low-Engagement
13967,146,1,80.7,42,2,80.7,2,At-Risk / Low-Engagement
13969,7,18,9024.17,4528,334,501.34277777777777,0,High-Value / Champions
13971,19,8,2758.26,1844,118,344.7825,0,High-Value / Champions
13972,71,2,190.25,187,15,95.125,2,At-Risk / Low-Engagement
13973,287,1,264.7,109,11,264.7,2,At-Risk / Low-Engagement
13974,49,1,413.59000000000003,249,28,413.59000000000003,2,At-Risk / Low-Engagement
13975,31,6,2461.2400000000002,1697,240,410.2066666666667,1,Regular / Growth Potential
13976,207,1,357.98,154,10,357.98,2,At-Risk / Low-Engagement
13978,15,2,196.79000000000002,315,14,98.39500000000001,1,Regular / Growth Potential
13979,73,1,869.87,639,54,869.87,2,At-Risk / Low-Engagement
13980,60,1,200.14,172,11,200.14,2,At-Risk / Low-Engagement
13982,39,4,1871.81,1136,72,467.9525,1,Regular / Growth Potential
13983,30,12,2603.43,1183,91,216.9525,0,High-Value / Champions
13984,27,5,920.51,679,14,184.102,1,Regular / Growth Potential
13985,4,15,7060.13,3445,108,470.67533333333336,0,High-Value / Champions
13986,17,1,320.46,430,12,320.46,1,Regular / Growth Potential
13988,20,6,4147.96,3044,188,691.3266666666667,0,High-Value / Champions
13989,66,2,1266.08,1313,33,633.04,1,Regular / Growth Potential
13990,213,1,311.3,190,16,311.3,2,At-Risk / Low-Engagement
13991,12,6,852.88,995,58,142.14666666666668,1,Regular / Growth Potential
13992,30,1,76.8,64,5,76.8,2,At-Risk / Low-Engagement
13993,43,9,3466.36,900,66,385.1511111111111,0,High-Value / Champions
13994,4,6,2274.14,932,122,379.0233333333333,0,High-Value / Champions
13995,15,5,1393.69,879,55,278.738,1,Regular / Growth Potential
13999,10,12,3901.81,2243,102,325.1508333333333,0,High-Value / Champions
14000,211,1,635.66,710,15,635.66,2,At-Risk / Low-Engagement
14001,46,3,2043.0800000000002,962,34,681.0266666666668,1,Regular / Growth Potential
14002,134,2,529.73,877,47,264.865,2,At-Risk / Low-Engagement
14004,43,7,4582.64,2668,102,654.6628571428572,0,High-Value / Champions
14005,10,5,2874.72,2478,53,574.944,0,High-Value / Champions
14006,116,3,962.19,641,22,320.73,1,Regular / Growth Potential
14009,198,2,695.61,365,42,347.805,2,At-Risk / Low-Engagement
14012,278,1,328.8,160,11,328.8,2,At-Risk / Low-Engagement
14013,110,3,473.02,462,30,157.67333333333332,2,At-Risk / Low-Engagement
14014,77,1,505.18,1076,39,505.18,2,At-Risk / Low-Engagement
14015,53,1,917.34,378,20,917.34,1,Regular / Growth Potential
14016,162,4,4341.21,2125,154,1085.3025,1,Regular / Growth Potential
14019,47,3,1421.61,1037,37,473.86999999999995,1,Regular / Growth Potential
14020,17,2,642.8,441,37,321.4,1,Regular / Growth Potential
14021,155,3,631.9,192,22,210.63333333333333,2,At-Risk / Low-Engagement
14022,225,1,440.0,487,28,440.0,2,At-Risk / Low-Engagement
14023,7,2,584.07,345,30,292.035,1,Regular / Growth Potential
14024,122,2,327.7,150,16,163.85,2,At-Risk / Low-Engagement
14027,61,1,104.82,62,6,104.82,2,At-Risk / Low-Engagement
14029,63,2,467.66,198,15,233.83,2,At-Risk / Low-Engagement
14030,18,8,2358.84,1478,210,294.855,0,High-Value / Champions
14031,7,19,17286.86,5788,119,909.8347368421053,0,High-Value / Champions
14032,2,11,2975.59,2032,53,270.5081818181818,0,High-Value / Champions
14034,22,3,648.89,420,82,216.29666666666665,1,Regular / Growth Potential
14035,29,5,1428.02,739,41,285.604,1,Regular / Growth Potential
14036,285,1,626.65,268,38,626.65,2,At-Risk / Low-Engagement
14037,176,2,147.20000000000002,46,27,73.60000000000001,2,At-Risk / Low-Engagement
14038,78,3,1560.38,965,64,520.1266666666667,1,Regular / Growth Potential
14039,33,1,152.2,92,6,152.2,2,At-Risk / Low-Engagement
14040,41,12,3560.32,1544,146,296.6933333333333,0,High-Value / Champions
14041,266,1,141.41,94,21,141.41,2,At-Risk / Low-Engagement
14044,27,4,646.42,304,165,161.605,1,Regular / Growth Potential
14045,109,4,1659.75,535,4,414.9375,1,Regular / Growth Potential
14046,284,1,154.99,460,14,154.99,2,At-Risk / Low-Engagement
14047,9,5,1308.6100000000001,381,22,261.72200000000004,1,Regular / Growth Potential
14048,305,1,409.93,288,83,409.93,2,At-Risk / Low-Engagement
14049,17,4,5578.72,3808,348,1394.68,0,High-Value / Champions
14050,32,2,746.36,689,49,373.18,1,Regular / Growth Potential
14051,1,23,15610.390000000001,3756,52,678.7126086956522,0,High-Value / Champions
14052,20,1,225.36,89,56,225.36,2,At-Risk / Low-Engagement
14053,124,2,260.25,215,2,130.125,2,At-Risk / Low-Engagement
14054,65,1,92.46,62,6,92.46,2,At-Risk / Low-Engagement
14055,106,1,725.6400000000001,216,10,725.6400000000001,2,At-Risk / Low-Engagement
14056,1,23,8152.71,4252,320,354.46565217391304,0,High-Value / Champions
14057,24,17,6211.66,4873,179,365.39176470588234,0,High-Value / Champions
14059,267,1,183.6,128,8,183.6,2,At-Risk / Low-Engagement
14060,5,19,6140.42,5386,86,323.18,0,High-Value / Champions
14062,10,12,10464.85,5593,60,872.0708333333333,0,High-Value / Champions
14064,29,5,1334.34,1772,59,266.868,1,Regular / Growth Potential
14066,267,1,152.55,45,7,152.55,2,At-Risk / Low-Engagement
14067,64,2,374.7,361,51,187.35,2,At-Risk / Low-Engagement
14068,320,1,265.85,73,22,265.85,2,At-Risk / Low-Engagement
14071,4,8,1437.57,994,271,179.69625,0,High-Value / Champions
14073,32,1,151.04,130,13,151.04,2,At-Risk / Low-Engagement
14075,5,3,942.26,754,33,314.08666666666664,1,Regular / Growth Potential
14076,129,1,118.67,79,43,118.67,2,At-Risk / Low-Engagement
14077,41,5,499.41999999999996,268,33,99.88399999999999,1,Regular / Growth Potential
14078,102,6,1049.37,310,46,174.89499999999998,1,Regular / Growth Potential
14079,125,1,375.1,301,12,375.1,2,At-Risk / Low-Engagement
14080,33,1,45.599999999999994,48,4,45.599999999999994,2,At-Risk / Low-Engagement
14081,302,2,921.62,592,126,460.81,2,At-Risk / Low-Engagement
14082,365,1,182.25,110,28,182.25,2,At-Risk / Low-Engagement
14083,4,9,1002.9,705,162,111.43333333333334,0,High-Value / Champions
14085,2,18,4421.29,3177,272,245.62722222222223,0,High-Value / Champions
14087,3,1,191.47,250,61,191.47,1,Regular / Growth Potential
14088,10,13,50491.81,12665,379,3883.9853846153846,0,High-Value / Champions
14089,57,1,158.75,133,13,158.75,2,At-Risk / Low-Engagement
14090,325,1,76.32000000000001,72,1,76.32000000000001,2,At-Risk / Low-Engagement
14092,8,14,4076.91,2066,117,291.2078571428571,0,High-Value / Champions
14093,12,1,433.86,391,95,433.86,1,Regular / Growth Potential
14096,4,17,65164.79,16352,1119,3833.2229411764706,0,High-Value / Champions
14098,37,1,147.35,104,21,147.35,2,At-Risk / Low-Engagement
14099,16,11,3104.17,2179,167,282.1972727272727,0,High-Value / Champions
14100,138,1,191.95000000000002,63,24,191.95000000000002,2,At-Risk / Low-Engagement
14101,74,6,5976.79,6942,15,996.1316666666667,0,High-Value / Champions
14102,5,5,1105.8799999999999,769,35,221.176,1,Regular / Growth Potential
14104,155,2,216.20999999999998,72,21,108.10499999999999,2,At-Risk / Low-Engagement
14105,239,1,1266.23,800,74,1266.23,2,At-Risk / Low-Engagement
14107,52,7,2703.23,1793,61,386.17571428571426,0,High-Value / Champions
14108,31,2,597.91,381,33,298.955,1,Regular / Growth Potential
14109,73,1,144.2,88,9,144.2,2,At-Risk / Low-Engagement
14110,4,12,5683.15,2445,94,473.5958333333333,0,High-Value / Champions
14111,14,4,692.85,458,10,173.2125,1,Regular / Growth Potential
14112,23,7,2915.15,1651,117,416.45,0,High-Value / Champions
14113,4,4,1840.42,745,26,460.105,0,High-Value / Champions
14114,274,2,386.53,101,15,193.265,2,At-Risk / Low-Engagement
14116,20,5,1382.74,707,61,276.548,1,Regular / Growth Potential
14117,144,1,90.0,72,3,90.0,2,At-Risk / Low-Engagement
14121,4,4,2780.15,2082,148,695.0375,0,High-Value / Champions
14124,84,1,419.58000000000004,1618,4,419.58000000000004,2,At-Risk / Low-Engagement
14125,11,3,2720.63,1628,159,906.8766666666667,1,Regular / Growth Potential
14126,8,3,706.1300000000001,508,14,235.3766666666667,1,Regular / Growth Potential
14127,123,3,709.71,321,39,236.57000000000002,1,Regular / Growth Potential
14128,61,2,637.5,564,40,318.75,1,Regular / Growth Potential
14129,2,5,1123.8600000000001,592,31,224.77200000000002,0,High-Value / Champions
14130,319,1,480.91,257,66,480.91,2,At-Risk / Low-Engagement
14132,2,11,3586.0299999999997,3368,100,326.00272727272727,0,High-Value / Champions
14133,130,3,605.64,348,25,201.88,2,At-Risk / Low-Engagement
14135,2,15,4690.31,3850,95,312.68733333333336,0,High-Value / Champions
14138,2,2,965.8800000000001,600,40,482.94000000000005,1,Regular / Growth Potential
14139,46,1,415.82,510,26,415.82,2,At-Risk / Low-Engagement
14140,4,2,935.05,811,60,467.525,1,Regular / Growth Potential
14141,3,4,915.13,355,27,228.7825,1,Regular / Growth Potential
14142,373,1,311.81,313,22,311.81,2,At-Risk / Low-Engagement
14143,134,1,115.8,30,7,115.8,2,At-Risk / Low-Engagement
14145,47,4,3742.2,756,6,935.55,1,Regular / Growth Potential
14146,9,5,4191.0,2437,183,838.2,0,High-Value / Champions
14147,78,2,483.4,108,4,241.7,2,At-Risk / Low-Engagement
14148,234,1,157.2,16,3,157.2,2,At-Risk / Low-Engagement
14149,221,1,446.62,218,28,446.62,2,At-Risk / Low-Engagement
14150,36,2,658.64,496,23,329.32,1,Regular / Growth Potential
14152,75,2,621.29,711,47,310.645,2,At-Risk / Low-Engagement
14154,239,2,1345.62,465,52,672.81,2,At-Risk / Low-Engagement
14155,266,1,118.75,25,6,118.75,2,At-Risk / Low-Engagement
14156,10,55,117210.08,57768,714,2131.0923636363636,0,High-Value / Champions
14157,20,2,424.89000000000004,271,45,212.44500000000002,1,Regular / Growth Potential
14158,40,1,507.66,781,41,507.66,2,At-Risk / Low-Engagement
14159,20,11,4630.35,4348,501,420.94090909090914,0,High-Value / Champions
14161,216,3,1097.6200000000001,450,87,365.8733333333334,2,At-Risk / Low-Engagement
14162,174,2,289.36,142,25,144.68,2,At-Risk / Low-Engagement
14163,87,4,2445.91,893,36,611.4775,1,Regular / Growth Potential
14164,71,2,1631.77,1033,28,815.885,1,Regular / Growth Potential
14165,276,1,120.44,53,23,120.44,2,At-Risk / Low-Engagement
14167,39,4,562.59,147,27,140.6475,1,Regular / Growth Potential
14171,98,1,363.79,167,57,363.79,2,At-Risk / Low-Engagement
14173,11,4,450.84,150,28,112.71,1,Regular / Growth Potential
14174,33,1,134.46,94,26,134.46,2,At-Risk / Low-Engagement
14175,60,3,3222.3,1515,139,1074.1000000000001,1,Regular / Growth Potential
14176,297,4,576.9000000000001,209,28,144.22500000000002,2,At-Risk / Low-Engagement
14177,86,4,549.46,204,37,137.365,1,Regular / Growth Potential
14178,9,7,1600.26,1494,191,228.60857142857142,0,High-Value / Champions
14179,41,2,701.57,319,135,350.785,1,Regular / Growth Potential
14180,11,25,4748.52,719,112,189.94080000000002,0,High-Value / Champions
14184,67,1,452.89,127,24,452.89,2,At-Risk / Low-Engagement
14185,331,1,197.65,6,3,197.65,2,At-Risk / Low-Engagement
14188,31,6,2054.36,1162,34,342.3933333333334,1,Regular / Growth Potential
14189,2,15,4654.08,3937,176,310.272,0,High-Value / Champions
14191,2,13,4684.76,3662,145,360.36615384615385,0,High-Value / Champions
14193,68,2,853.39,445,35,426.695,1,Regular / Growth Potential
14194,5,21,11349.52,5840,269,540.4533333333334,0,High-Value / Champions
14195,202,2,1012.0,760,7,506.0,2,At-Risk / Low-Engagement
14196,107,1,335.52,142,6,335.52,2,At-Risk / Low-Engagement
14198,18,4,701.4,290,35,175.35,1,Regular / Growth Potential
14199,218,1,185.39999999999998,28,2,185.39999999999998,2,At-Risk / Low-Engagement
14201,60,7,747.44,590,32,106.77714285714286,1,Regular / Growth Potential
14204,2,1,150.61,72,36,150.61,1,Regular / Growth Potential
14205,17,2,466.7,204,23,233.35,1,Regular / Growth Potential
14206,239,1,328.15999999999997,276,20,328.15999999999997,2,At-Risk / Low-Engagement
14208,95,1,151.74,114,10,151.74,2,At-Risk / Low-Engagement
14209,11,6,2073.43,691,55,345.57166666666666,0,High-Value / Champions
14210,106,6,1905.8400000000001,760,66,317.64000000000004,1,Regular / Growth Potential
14211,53,9,2241.1,1242,87,249.0111111111111,0,High-Value / Champions
14212,90,1,1070.48,1152,9,1070.48,2,At-Risk / Low-Engagement
14214,31,5,1004.38,751,64,200.876,1,Regular / Growth Potential
14215,12,6,1789.72,1358,98,298.2866666666667,0,High-Value / Champions
14216,3,4,1839.3,594,47,459.825,0,High-Value / Champions
14217,2,17,2004.98,689,78,117.94,0,High-Value / Champions
14218,43,1,169.48000000000002,160,12,169.48000000000002,2,At-Risk / Low-Engagement
14219,4,1,89.94,78,7,89.94,1,Regular / Growth Potential
14220,247,2,632.4,272,21,316.2,2,At-Risk / Low-Engagement
14221,42,9,3432.8,2191,123,381.4222222222222,0,High-Value / Champions
14222,177,1,683.17,607,41,683.17,2,At-Risk / Low-Engagement
14223,92,3,991.13,585,50,330.37666666666667,1,Regular / Growth Potential
14224,110,4,1009.73,483,105,252.4325,1,Regular / Growth Potential
14226,29,5,2214.79,1296,64,442.95799999999997,1,Regular / Growth Potential
14227,26,10,3350.96,1820,117,335.096,0,High-Value / Champions
14229,52,3,1547.2,610,29,515.7333333333333,1,Regular / Growth Potential
14231,184,3,925.71,409,47,308.57,2,At-Risk / Low-Engagement
14232,43,5,2048.07,1941,81,409.61400000000003,1,Regular / Growth Potential
14233,49,4,1462.72,680,30,365.68,1,Regular / Growth Potential
14234,22,4,754.12,951,122,188.53,1,Regular / Growth Potential
14235,75,5,3144.86,1959,65,628.972,1,Regular / Growth Potential
14236,81,2,490.86,310,15,245.43,2,At-Risk / Low-Engagement
14237,373,1,161.0,38,9,161.0,2,At-Risk / Low-Engagement
14238,326,1,146.85,111,8,146.85,2,At-Risk / Low-Engagement
14239,43,11,2380.85,993,83,216.4409090909091,0,High-Value / Champions
14240,30,2,890.34,418,37,445.17,1,Regular / Growth Potential
14241,184,1,213.70000000000002,146,10,213.70000000000002,2,At-Risk / Low-Engagement
14242,235,2,280.55,123,13,140.275,2,At-Risk / Low-Engagement
14243,9,10,2588.77,1221,99,258.877,0,High-Value / Champions
14245,220,2,1693.45,976,107,846.725,2,At-Risk / Low-Engagement
14246,111,3,1474.06,804,57,491.3533333333333,1,Regular / Growth Potential
14247,278,1,136.76999999999998,47,19,136.76999999999998,2,At-Risk / Low-Engagement
14248,318,1,302.58,102,8,302.58,2,At-Risk / Low-Engagement
14250,7,3,1904.05,1200,94,634.6833333333333,1,Regular / Growth Potential
14251,2,5,2879.7000000000003,1674,37,575.94,0,High-Value / Champions
14256,260,2,969.0600000000001,414,51,484.53000000000003,2,At-Risk / Low-Engagement
14257,64,5,3099.7200000000003,1682,88,619.9440000000001,1,Regular / Growth Potential
14258,9,9,12669.98,7100,58,1407.7755555555555,0,High-Value / Champions
14259,142,1,120.0,68,5,120.0,2,At-Risk / Low-Engagement
14261,51,2,1163.45,406,52,581.725,1,Regular / Growth Potential
14262,8,8,2618.23,1645,87,327.27875,0,High-Value / Champions
14264,155,2,333.97,70,15,166.985,2,At-Risk / Low-Engagement
14265,109,2,530.18,330,31,265.09,2,At-Risk / Low-Engagement
14267,163,3,1516.24,530,25,505.41333333333336,1,Regular / Growth Potential
14270,332,1,492.65000000000003,197,29,492.65000000000003,2,At-Risk / Low-Engagement
14271,226,1,112.32,88,10,112.32,2,At-Risk / Low-Engagement
14272,74,2,437.96,599,33,218.98,2,At-Risk / Low-Engagement
14273,51,4,559.97,264,22,139.9925,1,Regular / Growth Potential
14276,99,3,1119.74,744,52,373.24666666666667,1,Regular / Growth Potential
14277,15,3,4188.0,1976,195,1396.0,1,Regular / Growth Potential
14280,197,1,134.04,52,8,134.04,2,At-Risk / Low-Engagement
14282,3,15,3701.44,2656,70,246.76266666666666,0,High-Value / Champions
14284,31,2,595.25,161,24,297.625,1,Regular / Growth Potential
14285,21,4,1910.01,541,18,477.5025,1,Regular / Growth Potential
14286,24,3,4628.75,4338,220,1542.9166666666667,1,Regular / Growth Potential
14287,8,3,176.63,261,9,58.876666666666665,1,Regular / Growth Potential
14288,213,1,426.6,188,16,426.6,2,At-Risk / Low-Engagement
14289,9,6,911.26,292,33,151.87666666666667,1,Regular / Growth Potential
14290,11,5,2314.65,915,89,462.93,0,High-Value / Champions
14291,2,11,3883.25,2749,145,353.02272727272725,0,High-Value / Champions
14292,8,9,4871.93,1663,64,541.3255555555556,0,High-Value / Champions
14293,3,4,1046.56,709,51,261.64,1,Regular / Growth Potential
14295,40,1,166.20000000000002,84,5,166.20000000000002,2,At-Risk / Low-Engagement
14297,18,4,1305.33,865,48,326.3325,1,Regular / Growth Potential
14298,8,44,51527.3,58343,884,1171.075,0,High-Value / Champions
14299,8,9,3965.62,2149,94,440.6244444444444,0,High-Value / Champions
14300,19,1,43.2,32,3,43.2,2,At-Risk / Low-Engagement
14301,117,1,640.14,606,13,640.14,2,At-Risk / Low-Engagement
14304,223,1,383.45,139,17,383.45,2,At-Risk / Low-Engagement
14305,71,3,1858.96,1089,96,619.6533333333333,1,Regular / Growth Potential
14306,51,2,2093.32,1075,33,1046.66,1,Regular / Growth Potential
14307,89,6,2995.72,2058,150,499.28666666666663,1,Regular / Growth Potential
14309,8,9,2352.53,1633,74,261.39222222222224,0,High-Value / Champions
14311,243,1,310.26,146,20,310.26,2,At-Risk / Low-Engagement
14312,47,6,1611.59,1012,74,268.5983333333333,1,Regular / Growth Potential
14314,107,1,120.0,296,8,120.0,2,At-Risk / Low-Engagement
14315,45,6,2481.13,1021,64,413.5216666666667,1,Regular / Growth Potential
14317,65,1,508.58000000000004,255,24,508.58000000000004,2,At-Risk / Low-Engagement
14320,207,2,477.79,325,29,238.895,2,At-Risk / Low-Engagement
14321,11,5,1530.75,2406,111,306.15,1,Regular / Growth Potential
14323,115,2,605.0600000000001,350,32,302.53000000000003,2,At-Risk / Low-Engagement
14326,242,1,183.85,103,8,183.85,2,At-Risk / Low-Engagement
14327,163,1,311.65,139,12,311.65,2,At-Risk / Low-Engagement
14329,17,7,4975.24,3087,218,710.7485714285714,0,High-Value / Champions
14331,124,2,462.65999999999997,252,27,231.32999999999998,2,At-Risk / Low-Engagement
14332,23,3,840.21,463,22,280.07,1,Regular / Growth Potential
14333,68,1,415.2,58,15,415.2,2,At-Risk / Low-Engagement
14334,17,8,2552.21,1731,98,319.02625,0,High-Value / Champions
14335,16,2,454.86,375,55,227.43,1,Regular / Growth Potential
14336,17,4,1614.91,1759,77,403.7275,1,Regular / Growth Potential
14338,161,2,588.22,335,30,294.11,2,At-Risk / Low-Engagement
14339,243,1,309.52,168,14,309.52,2,At-Risk / Low-Engagement
14340,219,1,134.7,58,6,134.7,2,At-Risk / Low-Engagement
14341,45,8,2166.98,1397,109,270.8725,0,High-Value / Champions
14342,21,4,668.5600000000001,347,18,167.14000000000001,1,Regular / Growth Potential
14344,127,8,889.9300000000001,477,56,111.24125000000001,1,Regular / Growth Potential
14345,39,1,108.97999999999999,50,6,108.97999999999999,2,At-Risk / Low-Engagement
14346,121,2,1021.58,605,55,510.79,2,At-Risk / Low-Engagement
14348,260,1,409.57,183,18,409.57,2,At-Risk / Low-Engagement
14349,10,1,133.5,86,31,133.5,2,At-Risk / Low-Engagement
14350,274,1,282.93,183,18,282.93,2,At-Risk / Low-Engagement
14351,165,1,51.0,12,1,51.0,2,At-Risk / Low-Engagement
14352,157,4,1078.96,538,44,269.74,1,Regular / Growth Potential
14353,215,1,90.6,64,6,90.6,2,At-Risk / Low-Engagement
14354,6,2,163.62,210,9,81.81,1,Regular / Growth Potential
14355,366,1,174.4,92,11,174.4,2,At-Risk / Low-Engagement
14356,80,2,701.23,277,33,350.615,1,Regular / Growth Potential
14357,43,1,225.12,147,39,225.12,2,At-Risk / Low-Engagement
